dgp,window,model,predictor,M,replicate,pbsv
threshold,expanding,xgboost,x3,8,6,-0.06893743958671913
threshold,expanding,xgboost,x4,8,6,0.030455449275598484
threshold,expanding,xgboost,x5,8,6,-0.023986179090999704
threshold,expanding,xgboost,x6,8,6,0.007285032356436932
threshold,expanding,enet,x1,8,7,0.015021315702745647
threshold,expanding,enet,x2,8,7,-0.5744010219513515
threshold,expanding,enet,x3,8,7,0.0009525220917243615
threshold,expanding,enet,x4,8,7,0.022024532626104182
threshold,expanding,enet,x5,8,7,0.01177028672092989
threshold,expanding,enet,x6,8,7,0.002862917806219084
threshold,expanding,rf,x1,8,7,-0.6748293333095479
threshold,expanding,rf,x2,8,7,-1.3601912608379507
threshold,expanding,rf,x3,8,7,-0.007283489123198622
threshold,expanding,rf,x4,8,7,0.0008119267259493468
threshold,expanding,rf,x5,8,7,-0.009694507107470829
threshold,expanding,rf,x6,8,7,-0.0006236765769968844
threshold,expanding,xgboost,x1,8,7,-0.7068087282783676
threshold,expanding,xgboost,x2,8,7,-1.3512222106687708
threshold,expanding,xgboost,x3,8,7,-0.07102453902789721
threshold,expanding,xgboost,x4,8,7,0.0320285468183342
threshold,expanding,xgboost,x5,8,7,-0.021604758975191735
threshold,expanding,xgboost,x6,8,7,0.006097387194728077
threshold,expanding,enet,x1,12,0,0.01503577051323766
threshold,expanding,enet,x2,12,0,-0.5744293076928636
threshold,expanding,enet,x3,12,0,0.000978520380602273
threshold,expanding,enet,x4,12,0,0.022027329947095275
threshold,expanding,enet,x5,12,0,0.011765686064585298
threshold,expanding,enet,x6,12,0,0.0028525537837149804
threshold,expanding,rf,x1,12,0,-0.674162463131358
threshold,expanding,rf,x2,12,0,-1.3602719157777943
threshold,expanding,rf,x3,12,0,-0.0077295048071982135
threshold,expanding,rf,x4,12,0,0.0005362613900656473
threshold,expanding,rf,x5,12,0,-0.009353540435746932
threshold,expanding,rf,x6,12,0,-0.0008291774671838059
threshold,expanding,xgboost,x1,12,0,-0.7045440067292095
threshold,expanding,xgboost,x2,12,0,-1.3523938314196915
threshold,expanding,xgboost,x3,12,0,-0.06876253567769759
threshold,expanding,xgboost,x4,12,0,0.02938456282026397
threshold,expanding,xgboost,x5,12,0,-0.022126512425831708
threshold,expanding,xgboost,x6,12,0,0.005908020495001017
threshold,expanding,enet,x1,12,1,0.015026319469127969
threshold,expanding,enet,x2,12,1,-0.5744324496107375
threshold,expanding,enet,x3,12,1,0.0009796054641931045
threshold,expanding,enet,x4,12,1,0.022056629955752433
threshold,expanding,enet,x5,12,1,0.01175217242522586
threshold,expanding,enet,x6,12,1,0.002848275292809862
threshold,expanding,rf,x1,12,1,-0.6741419395842799
threshold,expanding,rf,x2,12,1,-1.3602415217269084
threshold,expanding,rf,x3,12,1,-0.007801999042484502
threshold,expanding,rf,x4,12,1,0.0019908119562090563
threshold,expanding,rf,x5,12,1,-0.010498623796928694
threshold,expanding,rf,x6,12,1,-0.0011170680348230506
threshold,expanding,xgboost,x1,12,1,-0.7071047658459979
threshold,expanding,xgboost,x2,12,1,-1.3541837856306975
threshold,expanding,xgboost,x3,12,1,-0.06691852333835362
threshold,expanding,xgboost,x4,12,1,0.031747080307660824
threshold,expanding,xgboost,x5,12,1,-0.022737526120648072
threshold,expanding,xgboost,x6,12,1,0.006663217690871137
threshold,expanding,enet,x1,12,2,0.015010413316733992
threshold,expanding,enet,x2,12,2,-0.5744084457630976
threshold,expanding,enet,x3,12,2,0.0009724758380439957
threshold,expanding,enet,x4,12,2,0.022073137452599274
